id;created_at;Proteina;TipoCocionProteina;Complemento;Descripcion
633;2025-08-24;Carne de Res;Ropa Vieja; con Patacones y Ensalada de papa;Carne de Res Ropa Vieja  con Patacones y Ensalada de papa
634;2025-08-24;Carne de Res;Ropa Vieja; con Patacones y Ensalada de repollo con zanahoria;Carne de Res Ropa Vieja  con Patacones y Ensalada de repollo con zanahoria
635;2025-08-24;Carne de Res;Ropa Vieja; con Patacones y Tajadas;Carne de Res Ropa Vieja  con Patacones y Tajadas
636;2025-08-24;Carne de Res;Ropa Vieja; con Patacones y Pico de gallo;Carne de Res Ropa Vieja  con Patacones y Pico de gallo
637;2025-08-24;Carne de Res;Ropa Vieja; con Patacones;Carne de Res Ropa Vieja  con Patacones
638;2025-08-24;Carne de Res;Ropa Vieja; con Pasta en salsa blanca;Carne de Res Ropa Vieja  con Pasta en salsa blanca
639;2025-08-24;Carne de Res;Mongolian; con Arroz blanco y Ensalada de papa;Carne de Res Mongolian  con Arroz blanco y Ensalada de papa
640;2025-08-24;Carne de Res;Mongolian; con Arroz blanco y Ensalada de repollo con zanahoria;Carne de Res Mongolian  con Arroz blanco y Ensalada de repollo con zanahoria
641;2025-08-24;Carne de Res;Mongolian; con Arroz blanco y Tajadas;Carne de Res Mongolian  con Arroz blanco y Tajadas
642;2025-08-24;Carne de Res;Mongolian; con Arroz blanco;Carne de Res Mongolian  con Arroz blanco
643;2025-08-24;Carne de Res;Mongolian; con Arroz con maíz y Ensalada de papa;Carne de Res Mongolian  con Arroz con maíz y Ensalada de papa
644;2025-08-24;Carne de Res;Mongolian; con Arroz con maíz y Ensalada de repollo con zanahoria;Carne de Res Mongolian  con Arroz con maíz y Ensalada de repollo con zanahoria
645;2025-08-24;Carne de Res;Mongolian; con Arroz con maíz y Tajadas;Carne de Res Mongolian  con Arroz con maíz y Tajadas
646;2025-08-24;Carne de Res;Mongolian; con Arroz con maíz;Carne de Res Mongolian  con Arroz con maíz
647;2025-08-24;Carne de Res;Mongolian; con Arroz con guandú y Ensalada de papa;Carne de Res Mongolian  con Arroz con guandú y Ensalada de papa
648;2025-08-24;Carne de Res;Mongolian; con Arroz con guandú y Ensalada de repollo con zanahoria;Carne de Res Mongolian  con Arroz con guandú y Ensalada de repollo con zanahoria
649;2025-08-24;Carne de Res;Mongolian; con Arroz con guandú y Tajadas;Carne de Res Mongolian  con Arroz con guandú y Tajadas
650;2025-08-24;Carne de Res;Mongolian; con Arroz con guandú;Carne de Res Mongolian  con Arroz con guandú
651;2025-08-24;Carne de Res;Mongolian; con Arroz con lentejas y Ensalada de papa;Carne de Res Mongolian  con Arroz con lentejas y Ensalada de papa
652;2025-08-24;Carne de Res;Mongolian; con Arroz con lentejas y Ensalada de repollo con zanahoria;Carne de Res Mongolian  con Arroz con lentejas y Ensalada de repollo con zanahoria
653;2025-08-24;Carne de Res;Mongolian; con Arroz con lentejas y Tajadas;Carne de Res Mongolian  con Arroz con lentejas y Tajadas
654;2025-08-24;Carne de Res;Mongolian; con Arroz con lentejas;Carne de Res Mongolian  con Arroz con lentejas
655;2025-08-24;Carne de Res;Mongolian; con Arroz verde y Ensalada de papa;Carne de Res Mongolian  con Arroz verde y Ensalada de papa
656;2025-08-24;Carne de Res;Mongolian; con Arroz verde y Ensalada de repollo con zanahoria;Carne de Res Mongolian  con Arroz verde y Ensalada de repollo con zanahoria
657;2025-08-24;Carne de Res;Mongolian; con Arroz verde y Tajadas;Carne de Res Mongolian  con Arroz verde y Tajadas
658;2025-08-24;Carne de Res;Mongolian; con Arroz verde;Carne de Res Mongolian  con Arroz verde
659;2025-08-24;Carne de Res;Mongolian; con Puré de papas y Ensalada de papa;Carne de Res Mongolian  con Puré de papas y Ensalada de papa
660;2025-08-24;Carne de Res;Mongolian; con Puré de papas y Tajadas;Carne de Res Mongolian  con Puré de papas y Tajadas
661;2025-08-24;Carne de Res;Mongolian; con Puré de papas;Carne de Res Mongolian  con Puré de papas
662;2025-08-24;Carne de Res;Mongolian; con Papas fritas y Ensalada de papa;Carne de Res Mongolian  con Papas fritas y Ensalada de papa
663;2025-08-24;Carne de Res;Mongolian; con Papas fritas y Ensalada de repollo con zanahoria;Carne de Res Mongolian  con Papas fritas y Ensalada de repollo con zanahoria
664;2025-08-24;Carne de Res;Mongolian; con Papas fritas y Tajadas;Carne de Res Mongolian  con Papas fritas y Tajadas
665;2025-08-24;Carne de Res;Mongolian; con Papas fritas;Carne de Res Mongolian  con Papas fritas
666;2025-08-24;Carne de Res;Mongolian; con Papas asadas y Ensalada de papa;Carne de Res Mongolian  con Papas asadas y Ensalada de papa
667;2025-08-24;Carne de Res;Mongolian; con Papas asadas y Ensalada de repollo con zanahoria;Carne de Res Mongolian  con Papas asadas y Ensalada de repollo con zanahoria
668;2025-08-24;Carne de Res;Mongolian; con Papas asadas y Tajadas;Carne de Res Mongolian  con Papas asadas y Tajadas
669;2025-08-24;Carne de Res;Mongolian; con Papas asadas;Carne de Res Mongolian  con Papas asadas
670;2025-08-24;Carne de Res;Mongolian; con Patacones y Ensalada de papa;Carne de Res Mongolian  con Patacones y Ensalada de papa
671;2025-08-24;Carne de Res;Mongolian; con Patacones y Ensalada de repollo con zanahoria;Carne de Res Mongolian  con Patacones y Ensalada de repollo con zanahoria
672;2025-08-24;Carne de Res;Mongolian; con Patacones y Tajadas;Carne de Res Mongolian  con Patacones y Tajadas
673;2025-08-24;Carne de Res;Mongolian; con Patacones;Carne de Res Mongolian  con Patacones
674;2025-08-24;Mixto;; con bruscas con Arroz blanco y Ensalada de papa;Mixto   con bruscas con Arroz blanco y Ensalada de papa
675;2025-08-24;Mixto;; con bruscas con Arroz blanco y Ensalada de repollo con zanahoria;Mixto   con bruscas con Arroz blanco y Ensalada de repollo con zanahoria
676;2025-08-24;Mixto;; con bruscas con Arroz blanco y Tajadas;Mixto   con bruscas con Arroz blanco y Tajadas
677;2025-08-24;Mixto;; con bruscas con Arroz blanco;Mixto   con bruscas con Arroz blanco
678;2025-08-24;Mixto;; con bruscas con Arroz con maíz y Ensalada de papa;Mixto   con bruscas con Arroz con maíz y Ensalada de papa
679;2025-08-24;Mixto;; con bruscas con Arroz con maíz y Ensalada de repollo con zanahoria;Mixto   con bruscas con Arroz con maíz y Ensalada de repollo con zanahoria
680;2025-08-24;Mixto;; con bruscas con Arroz con maíz y Tajadas;Mixto   con bruscas con Arroz con maíz y Tajadas
681;2025-08-24;Mixto;; con bruscas con Arroz con maíz;Mixto   con bruscas con Arroz con maíz
682;2025-08-24;Mixto;; con bruscas con Arroz con guandú y Ensalada de papa;Mixto   con bruscas con Arroz con guandú y Ensalada de papa
683;2025-08-24;Mixto;; con bruscas con Arroz con guandú y Ensalada de repollo con zanahoria;Mixto   con bruscas con Arroz con guandú y Ensalada de repollo con zanahoria
684;2025-08-24;Mixto;; con bruscas con Arroz con guandú y Tajadas;Mixto   con bruscas con Arroz con guandú y Tajadas
685;2025-08-24;Mixto;; con bruscas con Arroz con guandú;Mixto   con bruscas con Arroz con guandú
686;2025-08-24;Mixto;; con bruscas con Arroz con lentejas y Ensalada de papa;Mixto   con bruscas con Arroz con lentejas y Ensalada de papa
687;2025-08-24;Mixto;; con bruscas con Arroz con lentejas y Ensalada de repollo con zanahoria;Mixto   con bruscas con Arroz con lentejas y Ensalada de repollo con zanahoria
688;2025-08-24;Mixto;; con bruscas con Arroz con lentejas y Tajadas;Mixto   con bruscas con Arroz con lentejas y Tajadas
689;2025-08-24;Mixto;; con bruscas con Arroz con lentejas;Mixto   con bruscas con Arroz con lentejas
690;2025-08-24;Mixto;; con bruscas con Arroz verde y Ensalada de papa;Mixto   con bruscas con Arroz verde y Ensalada de papa
691;2025-08-24;Mixto;; con bruscas con Arroz verde y Ensalada de repollo con zanahoria;Mixto   con bruscas con Arroz verde y Ensalada de repollo con zanahoria
692;2025-08-24;Mixto;; con bruscas con Arroz verde y Tajadas;Mixto   con bruscas con Arroz verde y Tajadas
693;2025-08-24;Mixto;; con bruscas con Arroz verde;Mixto   con bruscas con Arroz verde
694;2025-08-24;Mixto;; con bruscas con Puré de papas y Ensalada de papa;Mixto   con bruscas con Puré de papas y Ensalada de papa
695;2025-08-24;Mixto;; con bruscas con Puré de papas y Tajadas;Mixto   con bruscas con Puré de papas y Tajadas
696;2025-08-24;Mixto;; con bruscas con Puré de papas;Mixto   con bruscas con Puré de papas
697;2025-08-24;Mixto;; con bruscas con Papas fritas y Ensalada de papa;Mixto   con bruscas con Papas fritas y Ensalada de papa
698;2025-08-24;Mixto;; con bruscas con Papas fritas y Ensalada de repollo con zanahoria;Mixto   con bruscas con Papas fritas y Ensalada de repollo con zanahoria
699;2025-08-24;Mixto;; con bruscas con Papas fritas y Tajadas;Mixto   con bruscas con Papas fritas y Tajadas
700;2025-08-24;Mixto;; con bruscas con Papas fritas;Mixto   con bruscas con Papas fritas
701;2025-08-24;Mixto;; con bruscas con Papas asadas y Ensalada de papa;Mixto   con bruscas con Papas asadas y Ensalada de papa
702;2025-08-24;Mixto;; con bruscas con Papas asadas y Ensalada de repollo con zanahoria;Mixto   con bruscas con Papas asadas y Ensalada de repollo con zanahoria
703;2025-08-24;Mixto;; con bruscas con Papas asadas y Tajadas;Mixto   con bruscas con Papas asadas y Tajadas
704;2025-08-24;Mixto;; con bruscas con Papas asadas;Mixto   con bruscas con Papas asadas
705;2025-08-24;Mixto;; con bruscas con Patacones y Ensalada de papa;Mixto   con bruscas con Patacones y Ensalada de papa
706;2025-08-24;Mixto;; con bruscas con Patacones y Ensalada de repollo con zanahoria;Mixto   con bruscas con Patacones y Ensalada de repollo con zanahoria
707;2025-08-24;Mixto;; con bruscas con Patacones y Tajadas;Mixto   con bruscas con Patacones y Tajadas
708;2025-08-24;Mixto;; con bruscas con Patacones;Mixto   con bruscas con Patacones
709;2025-08-24;Carne de Res;Chili con carne; con carne con Arroz blanco y Ensalada de papa;Carne de Res Chili con carne  con carne con Arroz blanco y Ensalada de papa
710;2025-08-24;Carne de Res;Chili con carne; con carne con Arroz blanco y Ensalada de repollo con zanahoria;Carne de Res Chili con carne  con carne con Arroz blanco y Ensalada de repollo con zanahoria
711;2025-08-24;Carne de Res;Chili con carne; con carne con Arroz blanco y Tajadas;Carne de Res Chili con carne  con carne con Arroz blanco y Tajadas
712;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz blanco y Ensalada de papa;Carne de Res Bolitas al Vino  con Arroz blanco y Ensalada de papa
713;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz blanco y Ensalada de repollo con zanahoria;Carne de Res Bolitas al Vino  con Arroz blanco y Ensalada de repollo con zanahoria
714;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz blanco y Tajadas;Carne de Res Bolitas al Vino  con Arroz blanco y Tajadas
715;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz blanco;Carne de Res Bolitas al Vino  con Arroz blanco
716;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con maíz y Ensalada de papa;Carne de Res Bolitas al Vino  con Arroz con maíz y Ensalada de papa
717;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con maíz y Ensalada de repollo con zanahoria;Carne de Res Bolitas al Vino  con Arroz con maíz y Ensalada de repollo con zanahoria
718;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con maíz y Tajadas;Carne de Res Bolitas al Vino  con Arroz con maíz y Tajadas
719;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con maíz;Carne de Res Bolitas al Vino  con Arroz con maíz
720;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con guandú y Ensalada de papa;Carne de Res Bolitas al Vino  con Arroz con guandú y Ensalada de papa
721;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con guandú y Ensalada de repollo con zanahoria;Carne de Res Bolitas al Vino  con Arroz con guandú y Ensalada de repollo con zanahoria
722;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con guandú y Tajadas;Carne de Res Bolitas al Vino  con Arroz con guandú y Tajadas
723;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con guandú;Carne de Res Bolitas al Vino  con Arroz con guandú
724;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con lentejas y Ensalada de papa;Carne de Res Bolitas al Vino  con Arroz con lentejas y Ensalada de papa
725;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con lentejas y Ensalada de repollo con zanahoria;Carne de Res Bolitas al Vino  con Arroz con lentejas y Ensalada de repollo con zanahoria
726;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con lentejas y Tajadas;Carne de Res Bolitas al Vino  con Arroz con lentejas y Tajadas
727;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz con lentejas;Carne de Res Bolitas al Vino  con Arroz con lentejas
728;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz verde y Ensalada de papa;Carne de Res Bolitas al Vino  con Arroz verde y Ensalada de papa
729;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz verde y Ensalada de repollo con zanahoria;Carne de Res Bolitas al Vino  con Arroz verde y Ensalada de repollo con zanahoria
730;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz verde y Tajadas;Carne de Res Bolitas al Vino  con Arroz verde y Tajadas
731;2025-08-24;Carne de Res;Bolitas al Vino; con Arroz verde;Carne de Res Bolitas al Vino  con Arroz verde
732;2025-08-24;Carne de Res;Bolitas al Vino; con Puré de papas y Ensalada de papa;Carne de Res Bolitas al Vino  con Puré de papas y Ensalada de papa
733;2025-08-24;Carne de Res;Bolitas al Vino; con Puré de papas y Tajadas;Carne de Res Bolitas al Vino  con Puré de papas y Tajadas
734;2025-08-24;Carne de Res;Bolitas al Vino; con Puré de papas;Carne de Res Bolitas al Vino  con Puré de papas
735;2025-08-24;Carne de Res;Bolitas al Vino; con Papas fritas y Ensalada de papa;Carne de Res Bolitas al Vino  con Papas fritas y Ensalada de papa
736;2025-08-24;Carne de Res;Bolitas al Vino; con Papas fritas y Ensalada de repollo con zanahoria;Carne de Res Bolitas al Vino  con Papas fritas y Ensalada de repollo con zanahoria
737;2025-08-24;Carne de Res;Bolitas al Vino; con Papas fritas y Tajadas;Carne de Res Bolitas al Vino  con Papas fritas y Tajadas
738;2025-08-24;Carne de Res;Bolitas al Vino; con Papas fritas;Carne de Res Bolitas al Vino  con Papas fritas
739;2025-08-24;Carne de Res;Bolitas al Vino; con Papas asadas y Ensalada de papa;Carne de Res Bolitas al Vino  con Papas asadas y Ensalada de papa
740;2025-08-24;Carne de Res;Bolitas al Vino; con Papas asadas y Ensalada de repollo con zanahoria;Carne de Res Bolitas al Vino  con Papas asadas y Ensalada de repollo con zanahoria
741;2025-08-24;Carne de Res;Bolitas al Vino; con Papas asadas y Tajadas;Carne de Res Bolitas al Vino  con Papas asadas y Tajadas
742;2025-08-24;Carne de Res;Bolitas al Vino; con Papas asadas;Carne de Res Bolitas al Vino  con Papas asadas
743;2025-08-24;Carne de Res;Bolitas al Vino; con Patacones y Ensalada de papa;Carne de Res Bolitas al Vino  con Patacones y Ensalada de papa
744;2025-08-24;Carne de Res;Bolitas al Vino; con Patacones y Ensalada de repollo con zanahoria;Carne de Res Bolitas al Vino  con Patacones y Ensalada de repollo con zanahoria
745;2025-08-24;Carne de Res;Bolitas al Vino; con Patacones y Tajadas;Carne de Res Bolitas al Vino  con Patacones y Tajadas
746;2025-08-24;Carne de Res;Bolitas al Vino; con Patacones;Carne de Res Bolitas al Vino  con Patacones
747;2025-08-24;Carne de Res;Molida ; con Macarrones salsa roja y Ensalada de papa;Carne de Res Molida   con Macarrones salsa roja y Ensalada de papa
748;2025-08-24;Carne de Res;Molida ; con Macarrones salsa roja y Ensalada de repollo con zanahoria;Carne de Res Molida   con Macarrones salsa roja y Ensalada de repollo con zanahoria
749;2025-08-24;Carne de Res;Molida ; con Macarrones salsa roja y Tajadas;Carne de Res Molida   con Macarrones salsa roja y Tajadas
750;2025-08-24;Carne de Res;Molida ; con Macarrones salsa roja y Brochettas de tomate;Carne de Res Molida   con Macarrones salsa roja y Brochettas de tomate
751;2025-08-24;Carne de Res;Molida ; con Macarrones salsa roja y Pan de ajo;Carne de Res Molida   con Macarrones salsa roja y Pan de ajo
752;2025-08-24;Carne de Res;Molida ; con Macarrones salsa roja;Carne de Res Molida   con Macarrones salsa roja
753;2025-08-24;Carne de Res;Molida ; con Pasta en salsa roja y Ensalada de papa;Carne de Res Molida   con Pasta en salsa roja y Ensalada de papa
754;2025-08-24;Carne de Res;Molida ; con Pasta en salsa roja y Ensalada de repollo con zanahoria;Carne de Res Molida   con Pasta en salsa roja y Ensalada de repollo con zanahoria
755;2025-08-24;Carne de Res;Molida ; con Pasta en salsa roja y Tajadas;Carne de Res Molida   con Pasta en salsa roja y Tajadas
756;2025-08-24;Carne de Res;Molida ; con Pasta en salsa roja y Brochettas de tomate;Carne de Res Molida   con Pasta en salsa roja y Brochettas de tomate
757;2025-08-24;Carne de Res;Molida ; con Pasta en salsa roja y Pan de ajo;Carne de Res Molida   con Pasta en salsa roja y Pan de ajo
758;2025-08-24;Carne de Res;Molida ; con Pasta en salsa roja;Carne de Res Molida   con Pasta en salsa roja
759;2025-08-24;Pollo;; con Macarrones salsa roja y Ensalada de papa;Pollo   con Macarrones salsa roja y Ensalada de papa
760;2025-08-24;Pollo;; con Macarrones salsa roja y Ensalada de repollo con zanahoria;Pollo   con Macarrones salsa roja y Ensalada de repollo con zanahoria
761;2025-08-24;Pollo;; con Macarrones salsa roja y Tajadas;Pollo   con Macarrones salsa roja y Tajadas
762;2025-08-24;Pollo;; con Macarrones salsa roja y Brochettas de tomate;Pollo   con Macarrones salsa roja y Brochettas de tomate
763;2025-08-24;Pollo;; con Macarrones salsa roja y Pan de ajo;Pollo   con Macarrones salsa roja y Pan de ajo
764;2025-08-24;Pollo;; con Macarrones salsa roja;Pollo   con Macarrones salsa roja
765;2025-08-24;Pollo;; con Macarrones salsa blanca y Ensalada de papa;Pollo   con Macarrones salsa blanca y Ensalada de papa
766;2025-08-24;Pollo;; con Macarrones salsa blanca y Ensalada de repollo con zanahoria;Pollo   con Macarrones salsa blanca y Ensalada de repollo con zanahoria
767;2025-08-24;Pollo;; con Macarrones salsa blanca y Tajadas;Pollo   con Macarrones salsa blanca y Tajadas
768;2025-08-24;Pollo;; con Macarrones salsa blanca y Brochettas de tomate;Pollo   con Macarrones salsa blanca y Brochettas de tomate
769;2025-08-24;Pollo;; con Macarrones salsa blanca y Pan de ajo;Pollo   con Macarrones salsa blanca y Pan de ajo
770;2025-08-24;Pollo;; con Macarrones salsa blanca;Pollo   con Macarrones salsa blanca
771;2025-08-24;Pollo;; con Pasta en salsa roja y Ensalada de papa;Pollo   con Pasta en salsa roja y Ensalada de papa
772;2025-08-24;Pollo;; con Pasta en salsa roja y Ensalada de repollo con zanahoria;Pollo   con Pasta en salsa roja y Ensalada de repollo con zanahoria
773;2025-08-24;Pollo;; con Pasta en salsa roja y Tajadas;Pollo   con Pasta en salsa roja y Tajadas
774;2025-08-24;Pollo;; con Pasta en salsa roja y Brochettas de tomate;Pollo   con Pasta en salsa roja y Brochettas de tomate
775;2025-08-24;Pollo;; con Pasta en salsa roja y Pan de ajo;Pollo   con Pasta en salsa roja y Pan de ajo
776;2025-08-24;Pollo;; con Pasta en salsa roja;Pollo   con Pasta en salsa roja
777;2025-08-24;Pollo;; con Pasta en salsa blanca y Ensalada de papa;Pollo   con Pasta en salsa blanca y Ensalada de papa
778;2025-08-24;Pollo;; con Pasta en salsa blanca y Ensalada de repollo con zanahoria;Pollo   con Pasta en salsa blanca y Ensalada de repollo con zanahoria
779;2025-08-24;Pollo;; con Pasta en salsa blanca y Tajadas;Pollo   con Pasta en salsa blanca y Tajadas
780;2025-08-24;Pollo;; con Pasta en salsa blanca y Brochettas de tomate;Pollo   con Pasta en salsa blanca y Brochettas de tomate
781;2025-08-24;Pollo;; con Pasta en salsa blanca y Pan de ajo;Pollo   con Pasta en salsa blanca y Pan de ajo
782;2025-08-24;Pollo;; con Pasta en salsa blanca;Pollo   con Pasta en salsa blanca
783;2025-08-24;Cerdo;; con Macarrones salsa roja y Ensalada de papa;Cerdo   con Macarrones salsa roja y Ensalada de papa
784;2025-08-24;Cerdo;; con Macarrones salsa roja y Ensalada de repollo con zanahoria;Cerdo   con Macarrones salsa roja y Ensalada de repollo con zanahoria
785;2025-08-24;Cerdo;; con Macarrones salsa roja y Tajadas;Cerdo   con Macarrones salsa roja y Tajadas
786;2025-08-24;Cerdo;; con Macarrones salsa roja y Brochettas de tomate;Cerdo   con Macarrones salsa roja y Brochettas de tomate
787;2025-08-24;Cerdo;; con Macarrones salsa roja y Pan de ajo;Cerdo   con Macarrones salsa roja y Pan de ajo
788;2025-08-24;Cerdo;; con Macarrones salsa roja;Cerdo   con Macarrones salsa roja
789;2025-08-24;Cerdo;; con Pasta en salsa roja y Ensalada de papa;Cerdo   con Pasta en salsa roja y Ensalada de papa
790;2025-08-24;Cerdo;; con Pasta en salsa roja y Ensalada de repollo con zanahoria;Cerdo   con Pasta en salsa roja y Ensalada de repollo con zanahoria
791;2025-08-24;Cerdo;; con Pasta en salsa roja y Tajadas;Cerdo   con Pasta en salsa roja y Tajadas
792;2025-08-24;Cerdo;; con Pasta en salsa roja y Brochettas de tomate;Cerdo   con Pasta en salsa roja y Brochettas de tomate
793;2025-08-24;Cerdo;; con Pasta en salsa roja y Pan de ajo;Cerdo   con Pasta en salsa roja y Pan de ajo
794;2025-08-24;Cerdo;; con Pasta en salsa roja;Cerdo   con Pasta en salsa roja
795;2025-08-24;Pescado;Frito; con Arroz blanco y Ensalada de papa;Pescado Frito  con Arroz blanco y Ensalada de papa
796;2025-08-24;Pescado;Frito; con Arroz blanco y Ensalada de repollo con zanahoria;Pescado Frito  con Arroz blanco y Ensalada de repollo con zanahoria
797;2025-08-24;Pescado;Frito; con Arroz blanco y Tajadas;Pescado Frito  con Arroz blanco y Tajadas
798;2025-08-24;Pescado;Frito; con Arroz blanco;Pescado Frito  con Arroz blanco
799;2025-08-24;Pescado;Frito; con Arroz con maíz y Ensalada de papa;Pescado Frito  con Arroz con maíz y Ensalada de papa
800;2025-08-24;Pescado;Frito; con Arroz con maíz y Ensalada de repollo con zanahoria;Pescado Frito  con Arroz con maíz y Ensalada de repollo con zanahoria
801;2025-08-24;Pescado;Frito; con Arroz con maíz y Tajadas;Pescado Frito  con Arroz con maíz y Tajadas
802;2025-08-24;Pescado;Frito; con Arroz con maíz;Pescado Frito  con Arroz con maíz
803;2025-08-24;Pescado;Frito; con Arroz con guandú y Ensalada de papa;Pescado Frito  con Arroz con guandú y Ensalada de papa
804;2025-08-24;Pescado;Frito; con Arroz con guandú y Ensalada de repollo con zanahoria;Pescado Frito  con Arroz con guandú y Ensalada de repollo con zanahoria
805;2025-08-24;Pescado;Frito; con Arroz con guandú y Tajadas;Pescado Frito  con Arroz con guandú y Tajadas
806;2025-08-24;Pescado;Frito; con Arroz con guandú;Pescado Frito  con Arroz con guandú
807;2025-08-24;Pescado;Frito; con Arroz con lentejas y Ensalada de papa;Pescado Frito  con Arroz con lentejas y Ensalada de papa
808;2025-08-24;Pescado;Frito; con Arroz con lentejas y Ensalada de repollo con zanahoria;Pescado Frito  con Arroz con lentejas y Ensalada de repollo con zanahoria
809;2025-08-24;Pescado;Frito; con Arroz con lentejas y Tajadas;Pescado Frito  con Arroz con lentejas y Tajadas
810;2025-08-24;Pescado;Frito; con Arroz con lentejas;Pescado Frito  con Arroz con lentejas
811;2025-08-24;Pescado;Frito; con Arroz verde y Ensalada de papa;Pescado Frito  con Arroz verde y Ensalada de papa
812;2025-08-24;Pescado;Frito; con Arroz verde y Ensalada de repollo con zanahoria;Pescado Frito  con Arroz verde y Ensalada de repollo con zanahoria
813;2025-08-24;Pescado;Frito; con Arroz verde y Tajadas;Pescado Frito  con Arroz verde y Tajadas
814;2025-08-24;Pescado;Frito; con Arroz verde;Pescado Frito  con Arroz verde
815;2025-08-24;Pescado;Frito; con Puré de papas y Ensalada de papa;Pescado Frito  con Puré de papas y Ensalada de papa
816;2025-08-24;Pescado;Frito; con Puré de papas y Tajadas;Pescado Frito  con Puré de papas y Tajadas
817;2025-08-24;Pescado;Frito; con Puré de papas;Pescado Frito  con Puré de papas
818;2025-08-24;Pescado;Frito; con Papas fritas y Ensalada de papa;Pescado Frito  con Papas fritas y Ensalada de papa
819;2025-08-24;Pescado;Frito; con Papas fritas y Ensalada de repollo con zanahoria;Pescado Frito  con Papas fritas y Ensalada de repollo con zanahoria
820;2025-08-24;Pescado;Frito; con Papas fritas y Tajadas;Pescado Frito  con Papas fritas y Tajadas
821;2025-08-24;Pescado;Frito; con Papas fritas;Pescado Frito  con Papas fritas
822;2025-08-24;Pescado;Frito; con Papas asadas y Ensalada de papa;Pescado Frito  con Papas asadas y Ensalada de papa
823;2025-08-24;Pescado;Frito; con Papas asadas y Ensalada de repollo con zanahoria;Pescado Frito  con Papas asadas y Ensalada de repollo con zanahoria
824;2025-08-24;Pescado;Frito; con Papas asadas y Tajadas;Pescado Frito  con Papas asadas y Tajadas
825;2025-08-24;Pescado;Frito; con Papas asadas;Pescado Frito  con Papas asadas
826;2025-08-24;Pescado;Frito; con Patacones y Ensalada de papa;Pescado Frito  con Patacones y Ensalada de papa
827;2025-08-24;Pescado;Frito; con Patacones y Ensalada de repollo con zanahoria;Pescado Frito  con Patacones y Ensalada de repollo con zanahoria
828;2025-08-24;Pescado;Frito; con Patacones y Tajadas;Pescado Frito  con Patacones y Tajadas
829;2025-08-24;Pescado;Frito; con Patacones;Pescado Frito  con Patacones
830;2025-08-24;Pescado;Frito; con Arroz blanco y Ensalada de papa;Pescado Frito  con Arroz blanco y Ensalada de papa
831;2025-08-24;Pescado;al Horno; con Arroz blanco y Ensalada de repollo con zanahoria;Pescado al Horno  con Arroz blanco y Ensalada de repollo con zanahoria
832;2025-08-24;Pescado;al Horno; con Arroz blanco y Tajadas;Pescado al Horno  con Arroz blanco y Tajadas
833;2025-08-24;Pescado;al Horno; con Arroz blanco;Pescado al Horno  con Arroz blanco
834;2025-08-24;Pescado;al Horno; con Arroz con maíz y Ensalada de papa;Pescado al Horno  con Arroz con maíz y Ensalada de papa
835;2025-08-24;Pescado;al Horno; con Arroz con maíz y Ensalada de repollo con zanahoria;Pescado al Horno  con Arroz con maíz y Ensalada de repollo con zanahoria
836;2025-08-24;Pescado;al Horno; con Arroz con maíz y Tajadas;Pescado al Horno  con Arroz con maíz y Tajadas
837;2025-08-24;Pescado;al Horno; con Arroz con maíz;Pescado al Horno  con Arroz con maíz
838;2025-08-24;Pescado;al Horno; con Arroz con guandú y Ensalada de papa;Pescado al Horno  con Arroz con guandú y Ensalada de papa
839;2025-08-24;Pescado;al Horno; con Arroz con guandú y Ensalada de repollo con zanahoria;Pescado al Horno  con Arroz con guandú y Ensalada de repollo con zanahoria
840;2025-08-24;Pescado;al Horno; con Arroz con guandú y Tajadas;Pescado al Horno  con Arroz con guandú y Tajadas
841;2025-08-24;Pescado;al Horno; con Arroz con guandú;Pescado al Horno  con Arroz con guandú
842;2025-08-24;Pescado;al Horno; con Arroz con lentejas y Ensalada de papa;Pescado al Horno  con Arroz con lentejas y Ensalada de papa
843;2025-08-24;Pescado;al Horno; con Arroz con lentejas y Ensalada de repollo con zanahoria;Pescado al Horno  con Arroz con lentejas y Ensalada de repollo con zanahoria
844;2025-08-24;Pescado;al Horno; con Arroz con lentejas y Tajadas;Pescado al Horno  con Arroz con lentejas y Tajadas
845;2025-08-24;Pescado;al Horno; con Arroz con lentejas;Pescado al Horno  con Arroz con lentejas
846;2025-08-24;Pescado;al Horno; con Arroz verde y Ensalada de papa;Pescado al Horno  con Arroz verde y Ensalada de papa
